job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04355,Data Engineer,Zoho,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Python, ETL, SQL, Spark. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹4-7 LPA,Remote
JOB04356,Data Scientist,Tech Mahindra,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Python, Pandas, Scikit-learn. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹12-20 LPA,Contract
JOB04357,Full Stack Developer,LTIMindtree,"Delhi, India","We are looking for a Full Stack Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, Node.js, CSS, HTML. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,Not Disclosed,Remote
JOB04358,Data Engineer,Tech Mahindra,"Noida, Uttar Pradesh","We are looking for a Data Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include AWS, Python, SQL, ETL, Spark. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,Not Disclosed,Contract
JOB04359,AI Engineer,Infosys,"Gurugram, Haryana","We are looking for a AI Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include NLP, Deep Learning, Python, Machine Learning, TensorFlow. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹8-12 LPA,Full-time
JOB04360,Java Developer,Zoho,"Pune, Maharashtra","We are looking for a Java Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include REST API, Java, SQL, Spring Boot, Git. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,Not Disclosed,Contract
JOB04361,Data Analyst,Accenture,"Gurugram, Haryana","We are looking for a Data Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Tableau. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹4-7 LPA,Part-time
JOB04362,Software Engineer,Zoho,"Kolkata, West Bengal","We are looking for a Software Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Java, Data Structures, Git, Python, C++. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,Not Disclosed,Internship
JOB04363,DevOps Engineer,Adobe,"Pune, Maharashtra","We are looking for a DevOps Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Linux, AWS, Kubernetes. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹12-20 LPA,Internship
JOB04364,Full Stack Developer,Deloitte,"Jaipur, Rajasthan","We are looking for a Full Stack Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include React, CSS, HTML, JavaScript. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹8-12 LPA,Contract
JOB04365,SQL Developer,HCLTech,"Kolkata, West Bengal","We are looking for a SQL Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include SQL, ETL, PostgreSQL. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹10-16 LPA,Remote
JOB04366,Backend Developer,IBM,"Kolkata, West Bengal","We are looking for a Backend Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Node.js, Java, SQL, REST API, Python. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹4-7 LPA,Full-time
JOB04367,Frontend Developer,Infosys,"Gurugram, Haryana","We are looking for a Frontend Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include CSS, Tailwind CSS, React, HTML. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹12-20 LPA,Contract
JOB04368,DevOps Engineer,Amazon,"Chennai, Tamil Nadu","We are looking for a DevOps Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include AWS, Jenkins, Linux. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹8-12 LPA,Contract
